,"Percentage of degrees awarded in Agriculture, Agriculture Operations, And Related Sciences.",Percentage of degrees awarded in Natural Resources And Conservation.,Percentage of degrees awarded in Architecture And Related Services.,"Percentage of degrees awarded in Area, Ethnic, Cultural, Gender, And Group Studies.","Percentage of degrees awarded in Communication, Journalism, And Related Programs.",Percentage of degrees awarded in Communications Technologies/Technicians And Support Services.,Percentage of degrees awarded in Computer And Information Sciences And Support Services.,Percentage of degrees awarded in Personal And Culinary Services.,Percentage of degrees awarded in Education.,Percentage of degrees awarded in Engineering.,Percentage of degrees awarded in Engineering Technologies And Engineering-Related Fields.,"Percentage of degrees awarded in Foreign Languages, Literatures, And Linguistics.",Percentage of degrees awarded in Family And Consumer Sciences/Human Sciences.,Percentage of degrees awarded in Legal Professions And Studies.,Percentage of degrees awarded in English Language And Literature/Letters.,"Percentage of degrees awarded in Liberal Arts And Sciences, General Studies And Humanities.",Percentage of degrees awarded in Library Science.,Percentage of degrees awarded in Biological And Biomedical Sciences.,Percentage of degrees awarded in Mathematics And Statistics.,Percentage of degrees awarded in Military Technologies And Applied Sciences.,Percentage of degrees awarded in Multi/Interdisciplinary Studies.,"Percentage of degrees awarded in Parks, Recreation, Leisure, And Fitness Studies.",Percentage of degrees awarded in Philosophy And Religious Studies.,Percentage of degrees awarded in Theology And Religious Vocations.,Percentage of degrees awarded in Physical Sciences.,Percentage of degrees awarded in Science Technologies/Technicians.,Percentage of degrees awarded in Psychology.,"Percentage of degrees awarded in Homeland Security, Law Enforcement, Firefighting And Related Protective Services.",Percentage of degrees awarded in Public Administration And Social Service Professions.,Percentage of degrees awarded in Social Sciences.,Percentage of degrees awarded in Construction Trades.,Percentage of degrees awarded in Mechanic And Repair Technologies/Technicians.,Percentage of degrees awarded in Precision Production.,Percentage of degrees awarded in Transportation And Materials Moving.,Percentage of degrees awarded in Visual And Performing Arts.,Percentage of degrees awarded in Health Professions And Related Programs.,"Percentage of degrees awarded in Business, Management, Marketing, And Related Support Services.",Percentage of degrees awarded in History.
Columbia University in the City of New York,0.0,0.003,0.0094,0.0263,0.0,0.0,0.0898,0.0,0.0,0.1623,0.0,0.0367,0.0,0.0,0.0452,0.001,0.0,0.0804,0.0457,0.0,0.0174,0.0,0.0303,0.0,0.0342,0.0,0.0491,0.0,0.0,0.2819,0.0,0.0,0.0,0.0,0.0471,0.0005,0.0,0.0397
